lumeter_customer_ext_key,lumeter_system_ext_key,paygee_customer_ext_key,paygee_system_ext_key
4002,71295,2808,11381
3292,71307,2648,11201
4683,71312,2972,11566
1970,71326,942,10766
3569,71330,2714,11278
2261,71343,2353,10869
2277,71354,2353,10872
2052,71369,2285,10790
3102,71375,2597,11140
3567,71388,2713,11277
3571,71391,2715,11279
3016,71438,2572,11112
2148,71444,2316,10826
3511,71450,2699,11262
2147,71462,2315,10825
3010,71476,2568,11108
2711,71481,1212,11001
4381,71493,27391,39037
1624,71502,2147,10614
3055,71513,2586,11126
2777,71548,2493,11025
2784,71577,2495,11027
3141,71600,2607,11156
5577,71617,3140,11756
2783,71624,2494,11026
2769,71653,2489,11020
3981,71689,2804,11375
3211,71692,2637,11189
2888,71701,2523,11057
3022,71719,2574,11114
2776,71720,2492,11024
3519,71735,2704,11267
4807,71757,3001,11602
3203,71766,2632,11184
2976,71774,2556,11093
3160,71783,2615,11164
3354,71818,2667,11222
3797,71823,2760,11327
2784,71834,2495,11028
3150,71849,2610,11159
3194,71861,2630,11182
3757,71882,2753,11319
2186,71897,27361,39005
3891,71908,27386,39032
2644,71914,2450,10973
3064,71972,2589,11132
2158,71987,2323,10833
8779,72013,3907,12658
4446,72048,2899,11486
2790,72077,2496,11029
1287,72127,2068,10518
4671,72138,2967,11561
4195,72162,2842,11419
1652,72176,2155,10622
1338,72181,2083,10540
1641,72206,2151,10618
4305,72223,2868,11450
1360,72249,17273,38977
1636,72261,2149,10616
1303,72270,21073,38976
2347,72316,2381,10901
2311,72332,2374,10894
3580,72358,2720,11285
2162,72380,2326,10836
1126,72399,2030,10476
2738,72411,2480,11010
3456,72439,2692,11254
1063,72440,2005,10446
3045,72452,2583,11123
4630,72467,2956,11548
2741,72524,2481,11011
1191,72546,1961,38974
1111,72578,843,10466
1117,72589,2026,10471
1192,72592,27336,38975
3168,72619,2620,11170
1124,72620,2029,10474
2649,72635,2452,10976
3457,72674,2693,11255
2643,72698,2449,10972
2958,72708,2551,11088
2926,72714,2537,11072
3192,72721,2629,11181
2942,72787,2544,11079
3040,72796,2582,11122
3450,72810,1172,11251
3154,72822,2612,11161
3599,72837,2725,11290
2350,72856,2382,10902
4684,72868,2973,11567
2635,72879,2445,10968
2005,72895,27346,38989
3361,72907,2670,11225
2709,72912,1211,10999
2827,72926,2507,11040
2014,72930,2278,10780
4379,72988,2886,11470
3423,72991,2682,11241
3128,73003,1214,11149
3753,73022,2751,11317
3087,73037,2594,11137
3724,73041,2748,11313
3479,73068,2695,11261
3643,73079,2732,11297
3139,73084,2606,11155
3080,73095,2591,11134
1250,73113,2061,10510
3295,73164,2649,11202
3129,73190,2604,11153
3125,73217,2603,11148
3153,73224,2611,11160
2902,73246,2525,11059
3121,73253,2600,11144
2936,73278,2541,11076
3238,73289,2645,11198
1365,73292,2090,10550
3553,73309,2711,11274
3347,73315,2663,11218
3364,73327,2672,11227
4550,73350,2931,11522
5418,73362,3095,11706
3231,73393,2642,11195
3912,73401,2788,11355
3169,73420,2621,11171
3760,73442,2755,11321
3213,73457,27784,39818
3170,73466,1070,11172
2986,73483,2560,11097
3604,73570,2727,11292
3297,73608,2650,11203
3003,73621,1458,11106
5945,73660,3244,11890
2991,73705,2563,11102
3007,73711,2567,11107
3155,73728,2613,11162
2645,73740,1985,10974
3025,73752,2576,11116
2513,74226,2423,10945
5315,74230,3068,11677
3408,74243,1215,11234
2770,74269,2490,11021
2284,74291,27368,39012
3029,74305,2580,11120
2153,74311,2320,10830
2966,74328,27380,39026
3290,74340,2647,11200
5257,74352,3050,11655
2682,74367,2468,10993
2662,74373,2461,10985
2871,74386,2519,11053
4486,74402,2907,11495
3370,74413,2675,11230
44085,74429,,
2607,74451,2438,10960
2175,74485,2330,10842
2523,74490,2426,10948
2969,74527,2554,11091
2743,74544,2482,11012
1874,74550,,
2160,74610,27781,39815
1731,74622,1602,10648
2914,74637,2533,11067
659,74668,1887,10291
3897,74679,2783,11350
1149,74695,27780,39813
2996,74746,2564,11103
2159,74753,2324,10834
2327,74765,2378,10898
2914,74789,2533,11068
1295,74792,1202,10522
2757,74835,2485,11016
2476,74842,2412,10934
3451,74857,648,11252
2053,74866,2286,10791
2411,74883,27375,39020
2017,74898,2279,10781
3842,75737,2769,11336
4844,75831,3011,11613
6496,75865,3361,12021
809,75889,1929,10349
2731,75902,2477,11007
2066,75951,2292,10797
3695,76055,2746,11311
4951,76061,3020,11622
2677,76119,2467,10992
1016,151589,27779,39812
33591,179474,,
12879,179534,5375,14270
11613,179608,27837,39874
4611,179728,2949,11541
25919,179752,27552,39227
23156,179807,7398,16495
23333,179826,7427,16529
23291,179875,7418,16518
23916,179932,7690,16825
22975,179971,7353,16445
23022,180007,3427,16455
23283,180026,7412,16512
23126,180100,7389,16485
23445,180178,7453,39203
7173,180192,3477,12165
6789,180201,3422,12091
5745,180266,3180,11808
7666,180274,1985,12324
7226,180323,3502,12191
7191,180355,3484,12173
6466,180382,3351,12011
35602,180397,13573,23807
5892,180437,3231,11873
6159,180484,3283,11936
6282,180514,3173,11969
6157,180545,3282,11935
6155,180560,3281,11934
5894,180572,1230,11874
5882,180596,3228,11868
5951,180616,3247,11894
6030,180632,3253,11901
6161,180647,3284,11937
6249,180658,27413,39065
6455,180680,3347,12007
6434,180729,3343,12003
6533,180736,3367,12029
6450,180748,3346,12006
5937,180751,3239,11885
1731,180764,1602,10649
2711,180777,1212,11002
570,180790,1867,10264
470,180805,1647,10208
1668,180811,1205,10630
1002,180828,4,10413
1757,180839,840,10670
2295,180840,2367,10885
2140,180852,2311,10820
7039,180867,3449,12130
8630,180886,3870,12609
6319,180927,3318,11977
6168,180962,3286,11942
6124,180976,3274,11926
6630,180981,1233,12057
6566,180993,3378,12040
6612,181001,3385,12049
6615,181019,3386,12050
6765,181020,3417,12086
4535,181057,2336,11516
11163,181083,4710,13538
6429,181098,3342,12002
13662,181112,5702,14621
12631,181130,7,14156
3116,181229,2599,11142
6087,181251,3261,11912
8586,181277,3859,12595
9989,181308,827,13051
993,181314,1976,10409
1906,181333,9,10741
6878,181345,22,12105
9676,181360,4153,12930
9297,181372,6,12802
21920,181480,7015,16056
7342,181503,3521,12215
6121,181522,3272,11924
5602,181579,3148,11767
5548,181584,3130,11746
5704,181605,3169,11797
6905,181628,1120,12116
5584,181639,3143,11759
6678,181652,3403,12070
6752,181667,3416,12085
11674,181694,4895,13744
46072,181755,18510,29391
5923,181770,3236,11881
6620,181782,3387,12051
6738,181815,2521,12079
7428,181827,3544,12245
7474,181844,3561,12264
6109,181893,3271,11923
6628,182046,272,12056
1106,182065,2022,10464
9991,182089,4259,13054
7186,182092,3481,12170
6499,182106,3363,12023
6138,182118,3276,11928
6306,182123,27414,39066
6140,182149,3277,11930
6836,182155,3428,12098
6236,182161,3293,11950
5780,182170,3191,11827
6279,182182,3310,11968
8680,182197,3883,12625
6274,182205,3309,11967
7229,182211,3503,12192
7185,182228,3480,12169
6739,182239,3412,12081
6647,182252,3395,12062
7236,182267,3506,12195
9106,182273,3984,12741
6100,182286,3267,11918
6670,182294,3399,12066
5866,182310,3219,11857
5900,182337,3232,11877
6399,182341,3335,11995
5855,182368,3218,11854
6589,182379,27415,39067
5806,182384,3198,11834
5262,182395,3052,11658
5352,182408,3080,11689
5231,182414,3044,11649
5309,182459,3064,11673
5253,182496,3048,11653
5280,182526,3057,11664
5239,182543,3046,11651
5730,182569,3175,11803
5836,182588,3205,11841
10308,182615,4386,13193
5556,182650,3135,11751
7079,182676,3455,12136
13929,182704,5829,14762
7290,182725,3510,12203
5594,182763,3146,11765
5546,182799,3129,11745
5566,182836,3138,11754
11038,182851,4670,13495
7117,182864,3467,12150
7075,182885,3454,12135
8183,182890,3755,12480
7103,182919,3459,12142
7293,182920,3511,12204
25659,182942,8546,17832
5593,182957,3145,11764
5372,182983,3086,11696
6063,182998,3260,11911
5279,183002,3056,11663
5405,183029,3093,11704
5626,183036,3155,11774
6967,183051,27810,39845
6544,183592,3370,12032
7505,183601,27420,39072
7478,183635,3565,12268
7175,183657,3478,12167
10508,183698,4453,13268
6873,183708,3434,12104
7358,183841,3525,12221
7388,184056,3533,12232
7057,184265,3451,12132
6691,184555,3405,12072
6502,184854,3364,12024
24204,185291,7823,16979
5903,185402,3233,11878
9186,185819,4001,12761
8588,185842,1077,12596
6457,185923,3348,12008
5635,185934,998,39059
6712,185961,3410,12077
6374,186025,3327,11987
5672,186058,136,11789
43078,186063,17180,27902
27166,186105,1059,39541
54124,186186,21597,32794
32071,186241,11976,21940
40679,186295,1123,26517
67138,186307,,
67796,186312,,
5182,186427,3036,11639
5612,186450,,
9340,186462,4049,12821
9329,186502,4044,12815
12028,186590,5048,13908
9953,186624,4249,13039
9786,186646,4198,12980
9413,186678,4071,12844
7840,186701,3670,12388
6825,186719,3097,12097
6895,186720,2376,12112
8071,186735,3426,12451
7385,186742,3530,12229
7104,186757,3460,12143
1859,186766,2230,10719
6564,186774,3377,12039
7800,186798,3658,12374
7799,186806,3657,12373
6411,187204,3338,11998
6239,187263,3296,11953
6495,188174,3360,12020
6773,188677,3418,12087
7985,188690,3701,12423
45446,188709,18244,39566
30690,188715,1118,39548
25536,188816,27550,39224
1295,188825,1202,10523
22997,188832,7359,16451
22372,188858,7212,16272
297,188863,1772,10143
23326,188871,7425,16526
23059,188899,7373,16468
24721,188903,27543,39216
23304,188910,3913,16520
23311,188922,7422,16523
29769,188937,10816,20492
38902,188941,15127,39557
29121,188956,896,39544
8539,188979,3846,12579
40923,188984,27997,40042
25173,188995,8310,17553
15648,189011,6228,15517
6268,189028,3308,11965
6337,189039,3321,11981
25975,189040,8715,39535
16146,189052,6677,15697
28739,189086,55,19949
46496,189133,998,29616
9090,189159,1248,12736
29272,189160,10559,20197
5311,189172,3065,11674
5529,189187,1021,11736
30554,189196,27977,40021
10513,189209,4456,13271
1970,189227,942,10767
40549,189238,15874,26449
5766,189244,3185,11820
39122,189250,15231,25702
6054,189612,27411,39063
5303,191281,3062,11670
5851,191293,3216,11852
6199,191301,28,11946
6557,191319,3373,12035
5494,191320,1957,11720
8475,191335,3832,12561
5312,191342,3066,11675
5862,191357,963,11855
7540,191383,3582,12287
6856,191398,3431,12101
6477,191406,3358,12018
6503,191423,1232,12025
7816,191449,219,4313
9488,191455,4102,12876
6470,191461,3353,12013
6540,191470,3368,12030
8008,191504,3705,12427
7390,191516,3534,12233
6556,191563,3372,12034
6896,191571,3437,12113
7222,191607,3500,12189
16326,191612,6749,15779
7151,191626,3472,12158
6673,191630,3401,12068
7216,191643,3497,12186
6672,191669,3400,12067
5948,191688,3245,11891
6040,191691,2685,11907
6811,191703,3427,12096
5809,191710,,
296,191722,1187,10141
5530,191737,3122,11737
5837,191741,3206,11842
5521,191756,3120,11734
5513,191768,3113,11727
5846,191779,3211,11847
5832,191784,3204,11840
363,191795,1781,10155
7107,191817,3461,12144
6558,191831,3374,12036
1524,191846,2109,10574
932,191853,204,10386
8391,191865,3813,12542
12818,191878,5350,14242
9468,191889,4091,12865
9971,191892,4253,13045
8610,191902,3865,12603
7114,191913,3465,12148
7387,191936,3532,12231
6150,191948,3280,11933
6146,191951,3278,11931
6019,191964,1811,11896
6098,192006,3265,11916
7195,192018,3485,12174
6247,192023,3298,11955
6324,192034,3319,11979
7824,192049,27818,39853
21919,192055,7014,16055
9582,192061,27435,39089
7074,192082,3453,12134
6090,192097,27412,39064
6705,192101,3408,12075
7617,192119,3602,12310
6194,192142,27802,39837
6890,192157,1234,12110
4213,192166,2847,11424
5880,192198,3226,11865
6377,192208,3328,11988
6051,192214,27410,39062
5879,192221,3225,11864
7349,192233,3523,12218
5921,192245,3235,11880
5878,192259,3224,11863
5536,192260,3125,11740
5559,192300,3137,11753
5807,192317,3199,11835
5583,192331,3142,11758
6599,192378,3382,12046
6607,192389,3384,12048
5713,192392,3171,11799
6099,192407,3266,11917
5881,192412,3227,11867
7210,192426,3493,12182
6946,192430,3441,12118
6472,192443,3355,12015
7202,192454,3487,12176
6255,192469,3300,11957
6730,192475,3411,12078
6675,192488,3402,12069
6195,192491,3289,11945
7511,192505,2698,12277
6366,192511,3326,11986
9403,192528,4067,12840
6663,192539,3398,12065
7201,192540,3486,12175
8468,192552,3830,12559
5333,192567,3072,11681
5527,192586,3121,11735
5672,192602,136,11790
5351,192613,3079,11688
5360,192636,3083,11693
6787,192648,3421,12090
6396,192651,3333,11993
8051,192677,3719,12441
12140,192685,5096,13960
28783,192690,10414,19970
24376,192738,7901,17070
10618,192744,4497,13313
6462,192750,3350,12010
5502,192762,3109,11723
22679,192781,7290,16366
5475,192793,3103,11715
5495,192804,3107,11721
6092,192816,3263,11914
5256,192825,3049,11654
5611,192847,3154,11773
5729,192858,3174,11802
8000,192863,3703,12425
6900,192871,3438,12114
7533,192880,3581,12286
6838,192899,3429,12099
6626,192903,3391,12055
7519,192910,3574,12279
5839,192922,3208,11844
6420,192937,3341,12001
6261,192941,3303,11960
5684,192995,1227,11794
6957,193027,3443,12120
7696,193050,3626,12337
8223,193062,3766,12492
7032,193081,3448,12129
6272,193093,2977,11966
8510,193110,3840,12570
27325,193137,9640,19081
5871,193168,3221,11859
6419,193179,3340,12000
5778,193184,3190,11826
6795,193216,27416,39068
5286,193247,3061,11669
7344,193263,1187,12216
5693,193271,3168,11796
6975,193280,27811,39846
6644,193299,3394,12061
7524,193302,3576,12281
6029,193313,3252,11900
6228,193336,3292,11949
5600,193351,3147,11766
8861,193364,3942,12693
5233,193377,3045,11650
5342,193385,3074,11683
7459,193400,3554,12257
7532,193424,3580,12285
5265,193431,3054,11660
5673,193465,3165,11791
5259,193478,3010,11656
6887,193489,3092,12109
10299,193501,4381,13188
6238,193519,3295,11952
8937,193520,3967,12720
6267,193535,3307,11964
8504,193566,3838,12568
5894,193574,1230,11875
7153,193583,3473,12159
6237,193598,3294,11951
6107,193606,93,11921
5504,193618,3111,11725
7111,193623,3463,12146
5848,193634,3213,11849
10430,193649,4428,13238
5345,193670,3076,11685
7565,193682,3588,12295
7023,193697,3447,12128
6649,193707,3396,12063
5759,193730,3183,11818
10910,193775,4614,13437
6445,193788,3345,12005
5307,193791,3063,11672
5285,193808,3060,11668
5284,193814,3059,11667
13303,193821,5567,14478
5514,193859,3114,11728
6383,193860,3330,11990
7095,193872,3456,12138
6803,193896,3425,12094
6381,193911,3329,11989
13215,193928,5526,14436
5604,193939,4087,39057
6163,193940,3285,11938
6167,193952,1231,11939
7639,193986,3606,12314
7040,193994,3450,12131
5680,194001,3166,11792
5517,194019,3116,11730
23938,194020,7701,16837
5457,194035,3099,11710
5723,194042,3173,11801
6623,194066,3389,12053
5824,194083,3202,11838
6709,194107,217,4311
6039,194126,3257,11906
6658,194130,27803,39838
6979,194169,3444,12124
6923,194175,27809,39844
7981,194188,3697,12419
5767,194251,27801,39836
5740,194277,3177,11805
7156,194285,3474,12160
5738,194290,3176,11804
5608,194314,3152,11771
8404,194321,3818,12547
7232,194359,3504,12193
6972,194360,1235,12121
6095,194372,3264,11915
6949,194387,3442,12119
5847,194396,3212,11848
5605,194425,3150,11769
6698,194432,3407,39517
7141,194458,3470,12154
7018,194463,3446,12126
8289,194471,3780,12508
5771,194480,3187,11823
5872,194510,3222,11860
6313,194522,3317,11976
6804,194537,27806,39841
7386,194541,3531,12230
13380,194556,241,4335
7242,194579,3507,12196
6793,194595,3424,12093
8612,194605,3866,12604
7100,194611,3458,12141
6593,194639,3381,12045
14281,194667,5987,14933
5838,194706,3207,11843
5715,194718,3172,11800
5940,194723,3240,11886
5952,194734,3248,11895
5889,194755,3230,11870
5185,194809,3037,11641
5264,194827,3053,11659
5930,194838,3238,11884
6821,194850,27807,39842
5359,194862,3082,11691
6801,194876,27804,39839
7529,194881,3579,12284
6021,194893,3249,11897
5741,194900,3178,11806
6032,194917,3254,11902
7277,194924,1238,12197
8895,194931,3950,12703
27680,194965,9833,19312
30632,194978,11222,21046
9651,194989,4144,12921
8049,194992,3718,12440
29602,195002,10716,20380
5490,195036,3105,11718
5492,195048,3106,11719
5531,195051,27800,39835
6292,195064,3313,11972
5482,195077,2701,11717
7181,195085,3479,12168
6775,195109,3419,12088
7305,195127,3513,12206
5314,195138,3067,11676
5503,195144,3110,11724
6497,195150,3362,12022
6108,195176,3270,11922
6266,195181,3306,11963
5535,195193,3124,11739
728,195206,1908,10322
5571,195218,3139,11755
5501,195223,3108,11722
5742,195234,3179,11807
5774,195249,3188,11824
5520,195261,3119,11733
11771,195282,4947,13797
5540,195297,3128,11743
5537,195304,3126,11741
6055,195316,3259,11910
5555,195325,3134,11750
5669,195332,3164,11786
5558,195347,3136,11752
5519,195371,3118,11732
5533,195399,3123,11738
7160,195405,3476,12162
8542,195428,3847,12580
6149,195439,3279,11932
5355,195440,3081,11690
5331,195452,3071,11680
5852,195467,3217,11853
5429,195473,3097,11708
5340,195494,3073,11682
5444,195500,3098,11709
6308,195531,3316,11975
8932,195546,3965,12718
7481,195553,3566,12269
7113,195565,3464,12147
7948,196201,3690,12411
7150,196219,1237,12156
7172,196242,3348,12164
8599,196257,3863,12601
9290,196266,4033,12799
26594,196274,9147,18511
6364,196283,3325,11985
6408,196298,3336,11996
5671,196306,1226,11787
6291,196318,3312,11971
5929,196334,3237,11883
5883,196349,3229,11869
5638,196361,3157,11776
7159,196382,3475,12161
7594,196403,3595,12302
7211,196410,3494,12183
6584,196422,3379,12042
7206,196468,3490,12179
7213,196479,3495,12184
7116,196484,3466,12149
7282,196495,3508,12200
5553,196508,3133,11749
5364,196514,3085,11695
5518,196521,3117,11731
7285,196533,3509,12201
7174,196545,827,12166
5640,196560,3159,11781
5391,196572,3090,11700
5516,196587,3115,11729
8328,196616,3792,12520
5344,196625,3075,11684
5637,196632,3156,11775
5348,196647,3077,11686
6211,196658,3291,11948
5359,196663,3082,11692
8806,196671,3915,12666
6625,196680,3390,12054
6418,196736,3339,11999
6692,196751,3406,12073
6363,196764,3324,11984
6587,196777,3380,12043
6332,196790,3320,11980
6049,196811,3258,11909
6265,196828,3305,11962
5460,196852,3100,11711
5182,196867,3036,11640
5461,196873,3101,11712
5652,196886,3161,11783
5349,196894,3078,11687
6867,196915,3433,12103
5606,196927,27408,39058
5635,196944,998,39060
6809,196950,3426,12095
5850,196962,3215,11851
6859,196976,3432,12102
6264,196993,3304,11961
6745,197000,3413,12082
7209,197017,3492,12181
7208,197024,3491,12180
7096,197046,3457,12139
7205,197053,3489,12178
23718,197078,7572,16697
7142,197089,3471,12155
7215,197092,3496,12185
7203,197106,3488,12177
5943,197118,3243,11889
5942,197149,3242,11888
6088,197197,216,4310
10726,197205,240,4334
5226,197211,3043,11648
5797,197228,3193,11829
5306,197239,1038,11671
5209,197273,3039,11644
5260,197286,3051,11657
5384,197294,3088,11698
6089,197310,3262,11913
6250,197341,3299,11956
6632,197356,3392,12059
5552,197368,3132,11748
5589,197379,1052,11763
6101,197384,3268,11919
5538,197395,3127,11742
29431,197414,10629,20279
5760,197421,3184,11819
6822,197459,27808,39843
5801,197472,3195,11831
5800,197487,3194,11830
5849,197507,3214,11850
8930,197526,3963,12716
6560,197530,3376,12038
6296,197554,3315,11974
6290,197569,3311,11970
6295,197575,3314,11973
6397,197588,3334,11994
6578,197615,1632,12041
9587,197644,4128,12904
6530,197676,3366,12028
5803,197693,3196,11832
6746,197725,3414,12083
7217,197732,3498,12187
9283,197747,4031,12797
5462,197758,3102,11713
5609,197763,3153,11772
5481,197771,3104,11716
5586,197780,3144,11762
5389,197799,3089,11699
3331,197802,908,11214
6882,197829,3436,12108
7109,197836,3462,12145
7355,197848,3524,12219
3326,197864,2656,11209
5642,197877,3160,11782
24735,197885,8096,17289
26329,197901,8959,18302
9652,197920,4145,12922
52502,197935,20916,32077
5551,197942,3131,11747
5668,197966,3163,11785
5950,197974,3246,11893
5840,197983,3209,11845
6640,198003,3393,12060
5267,198010,3055,11662
5361,198022,3084,11694
5410,198037,3094,11705
5222,198041,3042,11647
5282,198068,3058,11666
5330,198079,3070,11679
5402,198084,3092,11702
4653,198095,2962,11555
5607,198102,3151,11770
4199,198136,2844,11421
4440,198148,2895,11480
1150,198151,2037,10483
5163,198164,3034,11637
4555,198185,2934,11525
4295,198200,2866,11448
