lumeter_customer_ext_key,lumeter_system_ext_key,paygee_customer_ext_key,paygee_system_ext_key
41640,140189685,16467,27097
40130,140189690,15676,26228
42171,140189709,16725,27389
41158,140189715,16208,26812
39242,140189727,9251,25768
40269,140189738,15742,26298
40528,140189744,15864,26438
42132,140189750,16701,27365
40529,140189762,15865,26439
43433,140189776,17359,28103
42833,140189793,17060,27769
39005,140189804,15171,25636
44043,140189816,17674,28451
42498,140189825,16875,27560
38715,140189832,15035,25477
39510,140189847,15392,25885
38682,140189858,15017,25456
39561,140189863,15422,25918
41078,140189871,16157,26758
39751,140189880,15501,26009
39468,140189899,15362,25853
40785,140189903,15999,26591
44858,140189910,18004,28814
41046,140189922,16140,26741
39059,140189937,15199,25668
40173,140189956,8142,26253
46775,140189968,18807,29724
42738,140189979,17008,27708
42279,140189995,16776,27447
41298,140190000,16289,26897
39922,140190017,15578,26104
25025,140200012,8240,17471
38524,140200026,14926,25356
43600,140200030,17440,28194
50753,140200069,556,4682
39023,140200075,15180,25647
42990,140200088,15424,27855
38965,140200091,15148,25608
38509,140200100,14918,25346
40101,140200117,15661,26211
47135,140200124,18966,29901
12653,140200131,5283,14171
38982,140200146,15159,25622
41724,140200153,16507,27140
61886,140200165,27319,37167
42690,140200178,16977,27676
41420,140200189,16354,26968
47779,140200192,19229,30186
52218,140200201,20793,31938
56520,140200219,22611,33725
54211,140200220,21630,32841
39947,140200242,6920,26117
41528,140200257,16403,27028
39458,140200266,10142,25848
45452,140200274,18249,29098
42011,140200283,16645,27295
43410,140200298,17344,28087
40908,140200306,16073,26668
48004,140200318,19294,30256
38895,140200323,15124,25575
42939,140200334,17117,27831
48924,140200349,19623,30623
42537,140200355,16892,27578
40952,140200361,16096,26695
43090,140200370,17185,27908
41217,140200382,16243,26851
38512,140200397,14919,25347
38537,140200403,14935,25366
41273,140200422,16277,26885
43450,140200437,17369,28114
42022,140200441,16651,27302
44436,140200456,17857,28652
44393,140200468,17836,28627
42408,140200479,721,27515
41649,140200484,16471,27102
42993,140200495,9783,27857
44004,140200508,17652,28425
42798,140200521,17041,27746
41509,140200533,16396,27020
41960,140200545,16621,27266
38850,140200559,15095,25544
41025,140200560,16129,26729
41270,140200572,16274,26882
41500,140200587,16391,27014
44140,140200596,17718,28498
66770,140200604,26449,36417
44434,140200625,6282,28651
43316,140200632,14618,28032
44904,140200658,15900,28836
40675,140200663,15934,26514
38777,140200671,15061,25506
40348,140200680,15777,26339
58439,140200699,23324,34308
47128,140200702,18959,29894
41374,140200713,16328,26940
40160,140200729,15695,26248
40691,140200736,15946,26527
53051,140200748,21161,32343
39605,140200751,15439,25937
42183,140200764,16731,27395
46199,140200777,18577,29467
58946,140200785,12960,34446
41211,140200805,16238,26846
67769,140200811,27174,37030
43816,140200828,17552,28316
56896,140200839,22771,33846
40061,140200840,15639,26181
40167,140200852,15697,26250
40263,140200873,15739,26295
48440,140200884,19445,30419
40083,140200896,15653,26200
43551,140200909,12343,28170
46892,140200915,18857,29779
41290,140200927,16282,26890
48508,140200938,18966,30456
49489,140200944,19803,30821
43197,140200950,17233,27963
45517,140200962,18274,29126
47781,140200976,3802,30187
48870,140200981,5996,30598
43371,140200993,17322,28065
40769,140201001,15992,26582
56457,140201019,12828,33697
40081,140201020,15545,26198
41156,140201035,16206,26810
41478,140201042,198,27002
47467,140201057,19109,30056
43330,140201066,6595,28044
44993,140201074,18051,28872
43353,140201083,17313,28055
38294,140201098,14792,25206
43361,140201112,17315,28057
43132,140201126,17204,27928
39910,140201130,15571,26095
44026,140201143,17668,28442
40702,140201154,15956,26537
39649,140201169,15457,25959
67811,140201175,27201,37052
48872,140201188,19601,30600
42196,140201191,16736,27402
41272,140201202,16276,26884
46964,140201213,18884,29812
38106,140201229,14685,25084
43606,140201236,17445,28200
42096,140201264,14612,27344
49094,140201277,19670,30678
40355,140201285,15779,26341
44196,140201290,17749,28531
42237,140201308,16752,27421
38765,140201314,15056,25501
44166,140201321,17735,28515
40312,140201333,13717,26321
50010,140201345,15316,31012
49572,140201359,19828,30859
39463,140201360,15359,25850
43742,140201372,7747,28271
44427,140201387,17240,28647
39190,140201396,15264,25740
39136,140201404,15240,25713
37646,140201416,14481,24858
40129,140201425,15675,26227
38813,140201432,15078,25525
42157,140201447,16717,27381
45915,140201463,18453,29323
37674,140201471,14494,24876
40658,140201499,15926,26506
43802,140201522,17542,28306
37786,140201537,14554,24939
38600,140201579,14968,25404
42705,140201584,16987,27687
40842,140201595,16036,26628
46079,140201605,18515,29396
39054,140201611,15196,25665
40962,140201628,16102,26701
43106,140201639,17196,27919
39655,140201640,15458,25960
44118,140201652,17709,28489
43807,140201667,17545,28309
40232,140201673,15723,26279
40462,140201684,15828,26397
41077,140201696,16156,26757
44144,140201706,17721,28501
40301,140201718,15756,26314
58525,140201723,15051,34338
65938,140201734,25876,35902
43448,140201749,17368,28113
43520,140201755,17413,28161
40523,140201761,15860,26434
42965,140201815,17131,27846
40452,140201770,15822,26391
39057,140201782,15198,25667
600,547127,1192,10273
43564,140201797,12865,28177
29583,547144,1379,20366
29598,547150,28,20376
43772,140201809,17528,28290
42117,140201827,16692,27356
47301,140201838,19016,29985
42014,140201876,16646,27296
60771,140201844,24160,34839
39217,140201850,15275,25752
39158,140201881,15252,25727
41125,140201893,16187,26788
38958,140201900,15145,25605
67463,140201946,26956,36845
40230,140201917,15721,26277
40546,140201924,15872,26447
67107,140201931,26684,36621
39114,140201953,15225,25696
67509,140201965,26986,36875
47362,140201978,19072,30018
39116,140201989,15226,25697
38740,140201992,15041,25485
43693,140202000,17488,28246
49768,140202017,19884,30922
58515,140202024,16600,34335
41068,140202031,16151,26752
43977,140202046,17643,28415
38876,140202065,15112,25562
42986,140202078,17139,27854
61288,140202089,690,4816
42844,140202092,17064,27773
39028,140202106,15182,25650
42411,140202118,10381,27518
42326,140202149,16799,27471
43252,140202161,17266,27998
51315,140202170,20436,31543
39682,140202182,15468,25970
45608,140202197,18317,29176
41038,140202205,16135,26736
30323,140202228,11078,20845
38587,140202239,14959,25394
65520,140202240,25765,35802
42092,140202252,16682,27342
42887,140202267,17086,27797
43583,140202273,17433,28186
44189,140202284,17746,28527
41340,140202296,16312,26923
64508,140202303,25438,35542
45685,140202310,18358,29223
43229,140202337,17250,27981
37661,140202341,14489,24869
43532,140202356,17417,28165
40165,140202368,15696,26249
44298,140202379,17795,28581
39491,140202384,15380,25871
42346,140202395,16806,27480
43442,140202408,17363,28107
43395,140202414,17337,28080
47040,140202433,18917,29846
59074,140202445,23540,34478
43648,140202459,17469,28225
45512,140202460,18272,29124
44676,140202472,17935,28738
42915,140202487,17101,27814
43049,140202496,17169,27888
41883,140202507,16578,27219
43960,140202526,17636,28406
43328,140202512,13979,28042
43239,140202530,17256,27987
43446,140202543,13276,28111
62264,140202554,24656,35092
42477,140202569,16867,27552
42907,140202575,17096,27808
44195,140202588,7585,28530
43156,140202609,17212,27940
41934,140202627,16607,27251
44450,140202638,17862,28658
41913,140202644,16597,27239
39501,140202650,15387,25879
66029,140202662,25899,35921
60170,140202676,22253,34718
42102,140202681,16684,27346
59333,140202693,23652,34548
42081,140202704,16680,27340
44646,140202725,17923,28726
42123,140202747,16696,27360
40061,140202732,15639,26182
50752,140202763,555,4681
42669,140202771,16962,27661
41908,140202780,16595,27237
43801,140202799,17541,28305
44784,140202802,17968,28776
39673,140202813,15463,25965
43463,140202829,17379,28125
44962,140202836,18036,28856
65135,140202864,25658,35713
66666,140202877,27323,37171
47133,140202885,18964,29899
40079,140202890,15650,26196
67231,140202901,27328,37176
67175,140202919,27325,37173
39697,140202920,15476,25979
43659,140202935,17473,28229
42179,140202957,16729,27393
41561,140202966,16420,27046
42873,140202974,17080,27789
41707,140202983,16498,27131
41029,140202998,16132,26732
38689,140203002,15023,25462
40131,140203013,15677,26229
42652,140203029,16952,27648
38219,140203036,8912,25148
42235,140203048,16751,27420
47329,140203051,19058,30002
54351,140203064,21689,32905
43583,140203077,17433,28187
40048,140203115,15632,26171
61573,140203127,24407,34972
41664,140203138,16480,27111
46241,140203144,18598,29490
39822,140203150,15530,26041
43714,140203176,17503,28262
43745,140203181,17511,28272
43251,140203193,17265,27997
38293,140203206,14791,25205
58921,140203218,23490,34443
53815,140203223,615,32653
37992,140203234,14647,25040
39706,140203249,15481,25984
40221,140203255,4479,26274
47292,140203261,19039,29980
45152,140203282,18128,28956
40179,140203297,15703,26257
42381,140203304,16828,27503
42735,140203316,17007,27707
43562,140203325,17424,28175
43208,140203332,17239,27970
54214,140203347,21633,32844
42032,140203358,3604,27308
46533,140203363,18723,29632
43929,140203380,17614,28384
48554,140203405,526,4652
41719,140203428,16504,27137
54400,140203439,21717,32936
41712,140203440,16501,27134
60492,140203452,24062,34780
38427,140203467,14877,25299
40825,140203473,16024,26616
40476,140203484,15836,26405
10334,140203496,4397,13205
66710,140203500,26404,36379
61287,140203517,27317,37165
38416,140203524,14870,25292
47110,140203531,18949,29882
67159,140203553,26719,36652
39270,140203565,15297,25777
43058,140203578,17173,27892
53121,140203589,600,4726
40579,140203592,15883,26460
42547,140203601,16899,27586
45902,140203620,12577,29319
41557,140203635,16419,27045
42063,140203642,16670,27326
66939,140203657,27324,37172
43444,140203666,17365,28109
41723,140203674,16506,27139
40200,140203708,15710,26265
47172,140203714,12577,29919
43657,140203759,17472,28228
45288,140203733,18188,29021
38657,140203721,15000,25438
43381,140203760,17328,28071
46395,140203772,18659,29564
39972,140203787,15603,26134
49047,140203796,19654,30659
52615,140203803,4867,32132
49090,140203822,13038,30675
43436,140203837,17361,28105
64485,140203841,27321,37169
47210,140203856,18999,29937
51649,140203868,20560,31682
66650,140203879,26357,36337
15576,140203895,6483,15482
61853,140203907,24494,35006
40417,140203912,15803,26368
44840,140203926,17993,28803
43425,140203930,17356,28099
43302,140203943,17287,28021
38845,140203954,15094,25543
46737,140203969,18795,29709
43702,140203975,17493,28251
41986,140203988,16634,27281
48181,140203991,19351,30319
44851,140204003,18001,28811
43452,140204010,17371,28116
42146,140204022,16709,27373
42696,140204037,16981,27680
43004,140204041,17147,27866
38115,140204056,14692,25092
56388,140204068,22550,33679
64385,140204079,27320,37168
43219,140204084,17245,27976
51903,140204095,20662,31789
41907,140204102,16594,27236
43399,140204113,17340,28083
39805,140204129,15522,26032
43525,140204136,17415,28163
41993,140204148,16637,27287
43097,140204177,17190,27913
41160,140204164,16210,26814
38328,140204185,14819,25235
42611,140204190,16939,27629
38676,140204217,15014,25453
54852,140204200,21903,33121
38559,140204224,14945,25379
43034,140204231,17159,27878
59495,140204246,23705,34567
41635,140204253,16463,27093
44087,140204265,17699,28477
42184,140204278,16732,27397
43333,140204289,17307,28046
39226,140204292,15280,25757
43104,140204309,17194,27917
42678,140204315,16969,27668
46347,140204327,18646,29547
46462,140204338,18693,29598
45109,140204344,10879,28934
39150,140204350,15247,25722
40126,140204376,15673,26225
44617,140204381,17912,28714
40172,140204393,15699,26252
42701,140204401,16985,27684
43868,140204419,492,4618
37944,140204420,14622,25014
38704,140204457,15031,25471
41695,140204466,474,4600
56986,140204474,22812,33878
67216,140204483,27327,37175
43771,140204498,17527,28289
41641,140204506,16468,27098
46893,140204518,18858,29780
45067,140204523,18090,28916
46787,140204534,18812,29731
41236,140204549,16252,26860
38000,140204561,14651,25045
38361,140204582,14838,25256
42410,140204597,16838,27517
41643,140204608,472,4598
38107,140204614,14686,25085
40347,140204621,1031,26338
40871,140204633,16051,26645
38599,140204645,14967,25403
51389,140204659,20460,31572
39614,140204660,454,4573
40787,140204672,16001,26593
41327,140204687,16305,26915
41608,140204740,16448,27076
48234,140204739,19368,30337
41438,140204705,16361,26977
40664,140204773,15929,26509
38772,140204784,15059,25504
40268,140204711,15741,26297
39411,140204728,453,4572
45195,140204752,502,4628
39287,140204767,15306,25787
40375,140204807,465,4591
43000,140204826,17145,27862
40339,140204854,15773,26334
40064,140204888,461,4587
45200,140204869,503,4629
40444,140204891,15820,26389
43315,140204904,11430,28031
41757,140204916,16522,27156
42940,140204932,17118,27832
43607,140204947,17446,28201
41448,140204958,16366,26984
41831,140204971,16552,27190
41049,140204980,16141,26742
42701,140205008,16985,27685
42150,140205014,16712,27376
38234,140205021,14751,25161
39121,140205033,15230,25701
40004,140205045,8790,26144
50428,140205060,20121,31186
46610,140205072,18744,29655
41267,140205096,16271,26879
41297,140205104,16288,26896
40835,140205116,16032,26624
43692,140205125,17487,28245
40817,140205132,16020,26612
41186,140205147,16225,26832
41241,140205158,16255,26863
41128,140205163,16189,26790
41609,140205171,16449,27077
42191,140205180,16734,27400
40147,140205199,15690,26242
41599,140205212,16442,27070
46656,140205226,18761,29673
40067,140205230,15641,26185
28081,140205243,10077,19578
46666,140205254,18765,29677
57095,140205275,22842,33898
41629,140205288,15075,27090
39406,140205291,15340,25827
39949,140205305,15590,26119
40773,140205340,15993,26585
40820,140205311,16021,26613
40621,140205328,15900,26478
40210,140205339,15716,26271
43574,140205352,17429,28181
39932,140205367,15582,26108
43565,140205373,17426,28178
60901,140205429,17807,34860
41269,140205396,16273,26881
51118,140205402,20369,31469
67447,140205451,23166,36836
5749,550810,1228,11814
40708,140205464,15960,26541
40661,140205485,15927,26507
41082,140205490,16160,26761
43314,140205509,17295,28030
41835,140205515,16554,27194
39431,140205527,15349,25836
47524,140205538,19139,30089
40694,140205544,15948,26529
42597,140205550,16933,27623
43398,140205562,17339,28082
41869,140205576,16572,27212
41319,140205581,16302,26911
41212,140205593,16239,26847
42004,140205603,16643,27293
38304,140205610,14800,25215
43889,140205622,17593,28360
41879,140205637,16575,27216
54100,140205641,27713,39441
45429,140205656,18236,29083
40711,140205679,15963,26544
55342,140205684,22113,33317
41468,140205695,16377,26997
41352,140205700,16316,26928
44394,140205717,17837,28628
43760,140205724,17518,28280
43547,140205731,17420,28169
51207,140205746,20396,31500
47008,140205753,18902,29831
41801,140205765,16536,27172
42483,140205778,16869,27554
39699,140205789,15478,25981
53651,140205792,21395,32580
49150,140205819,19695,30704
40709,140205820,15961,26542
40473,140205835,15834,26403
40135,140205842,15679,26231
40515,140205857,15856,26429
45964,140205866,18470,29342
42201,140205874,16738,27405
40513,140205883,15854,26427
42125,140205898,16697,27361
41210,140205906,16237,26845
43707,140205918,17498,28256
42231,140205923,16749,27417
43479,140205934,17385,28132
40027,140205949,15621,26158
46430,140205955,18682,29587
40512,140205961,15853,26426
50819,140205970,20262,31342
41549,140205982,16414,27040
40226,140205997,15719,26275
38321,140206004,14813,25229
40805,140206016,16010,26602
40118,140206025,15671,26223
39914,140206032,6846,26099
43378,140206058,17326,28069
42520,140206063,16885,27571
52436,140206071,20886,32044
42554,140206080,16905,27592
43643,140206105,17466,28222
40440,140206111,15816,26385
43617,140206128,17454,28209
59712,140206140,23787,34614
41008,140206152,16125,26724
39187,140206167,15261,25737
42468,140206173,16864,27548
43179,140206184,17221,27950
43876,140206196,17584,28351
53283,140206203,21254,32439
47963,140206210,19277,30238
44287,140206222,17788,28574
43703,140206237,17494,28252
43830,140206241,17562,28326
42232,140206256,16750,27418
43748,140206268,17513,28274
49239,140206284,19726,30737
46804,140206295,18822,29742
50418,140206307,20113,31176
43459,140206326,17377,28122
39408,140206343,15341,25828
42895,140206354,17090,27801
41192,140206369,16228,26836
43713,140206375,17502,28261
67284,140206388,26815,36733
43464,140206391,17380,28126
43984,140206409,17646,28418
43318,140206415,17296,28033
42912,140206427,769,27812
43892,140206438,17594,28361
42788,140206444,17035,27740
52433,140206462,14044,32042
41805,140206476,16538,27174
42379,140206481,16827,27502
40043,140206493,15628,26166
41151,140206502,16204,26808
41165,140206513,15670,26820
47139,140206529,18969,29904
46237,140206536,15113,29489
29768,552281,1380,20491
44288,140206551,17789,28575
43605,140206564,17444,28199
44076,140206577,17692,28470
43769,140206585,17525,28287
39232,140206590,15283,25761
38549,140206617,14943,25374
39233,140206624,15284,25762
38309,140206631,14805,25220
38853,140206646,15098,25547
39281,140206665,15303,25783
42761,140206678,17019,27722
39280,140206689,15302,25782
46752,140206692,18801,29716
40108,140206701,15664,26216
40140,140206719,15683,26235
40270,140206720,15743,26299
40117,140206735,15670,26222
38902,140206742,15127,25579
41157,140206757,16207,26811
38904,140206766,1053,25581
43451,140206774,17370,28115
38443,140206798,1822,25311
43809,140206806,17547,28311
39052,140206818,15195,25664
42771,140206823,17026,27730
41162,140206834,16212,26817
39545,140206849,15413,25909
39288,140206855,15307,25788
39384,140206861,15329,25814
43758,140206870,17517,28279
43718,140206882,17505,28264
42786,140206908,17033,27738
41131,140206914,16191,26792
41169,140206921,16216,26822
45450,140206933,18248,29097
38980,140206945,15158,25620
39448,140206959,15355,25843
42823,140206960,17056,27764
43499,140206972,17400,28147
42084,140206987,16681,27341
40807,140206996,16012,26604
42246,140207009,16760,27429
40956,140207015,16098,26697
39244,140207027,15290,25769
42849,140207038,17067,27776
40619,140207044,15898,26476
43020,140207050,17151,27870
42530,140207076,28003,40049
66639,140207093,16902,36330
45176,140207103,27677,39384
42313,140207110,16793,27464
37940,140207122,14621,25013
41921,140207137,16599,27243
42362,140207141,16816,27490
43142,140207156,17207,27935
44808,140207168,17979,28788
40762,140207179,15989,26577
40766,140207184,15990,26580
37999,140207195,14650,25044
39378,140207204,15326,25811
43187,140207216,17225,27955
39420,140207225,15345,25832
67214,140207232,26764,36690
66079,140207247,25928,35941
40877,140207258,16054,26649
42154,140207263,16715,27379
44168,140207271,5359,28517
43246,140207280,17261,27992
42077,140207299,16677,27337
39540,140207302,15410,25906
41138,140207313,9266,26799
41593,140207329,16437,27065
41446,140207336,16365,26982
45151,140207348,18127,28955
67587,140207351,27039,36917
42254,140207377,16766,27436
49557,140207385,19823,30852
41398,140207390,16343,26955
38937,140207400,14472,25599
38736,140207417,12620,25482
38810,140207424,15076,25523
38432,140207431,14880,25302
41492,140207446,16387,27009
38531,140207453,14931,25362
40059,140207465,15637,26179
41360,140207478,16322,26934
38233,140207489,14750,25160
44426,140207492,17853,28646
55567,140207501,22203,33402
52134,140207519,20753,31894
62692,140207535,24823,35177
45566,140207542,18297,29150
39034,140207557,15186,25654
40705,140207566,15959,26540
42194,140207574,16735,27401
42831,140207583,17058,27767
39475,140207598,15367,25858
43841,140207618,17569,28334
41362,140207623,16323,26935
42590,140207634,1822,27617
41992,140207649,5274,27286
66961,140207655,9638,36532
43384,140207670,17330,28073
42414,140207682,16839,27519
39477,140207707,15369,25860
38453,140207712,14893,25319
39531,140207726,15404,25900
39676,140207730,15465,25967
39022,140207743,15179,25646
41975,140207754,,
41503,140207775,16393,27016
40287,140207788,15748,26305
43420,140207791,17351,28094
42352,140207805,16810,27484
41580,140207811,16428,27056
39100,140207828,15220,25691
45035,140207839,18068,28891
52617,140207840,20970,32133
44380,140207852,17833,28623
61610,140207867,24416,34974
41026,140207873,16130,26730
45959,140207884,18467,29337
52473,140207896,20901,32061
44173,140207908,17738,28519
43347,140207914,17312,28054
38877,140207921,15113,25563
43098,140207933,17191,27914
45160,140207945,18132,28960
39345,140207959,15315,25798
45585,140207960,18305,29161
46468,140207972,9700,29601
46407,140207987,18668,29573
38239,140207996,14754,25165
42768,140208006,17024,27727
51986,140208018,20697,31831
45268,140208023,18176,29009
46336,140208034,18638,29538
43523,140208055,17414,28162
44918,140208061,17004,28844
39098,140208070,15218,25689
43343,140208082,17311,28053
40938,140208097,16089,26688
38901,140208101,1030,25578
66938,140208119,27755,39492
48720,140208120,19553,30537
66472,140208135,27322,37170
42417,140208142,16841,27521
56230,140208157,22475,33632
53535,140208166,4481,32534
43819,140208174,17555,28319
39784,140208198,15512,26022
39878,140208208,15557,26077
40012,140208214,15614,26149
49244,140208221,19727,30738
38456,140208233,14895,25321
39915,140208245,10430,26100
40965,140208259,16105,26704
38770,140208260,15058,25503
47236,140208272,15135,29948
38890,140208296,15121,25572
49354,140208317,19766,30779
49210,140208324,19717,30727
42741,140208331,17010,27711
42141,140208346,16708,27372
46657,140208353,18762,29674
40128,140208365,15674,26226
41642,140208378,16469,27099
42744,140208389,10593,27713
44022,140208407,17666,28439
49222,140208426,1642,30733
41668,140208454,16481,27112
43509,140208488,17407,28154
7277,555932,1238,12199
1212,555947,1201,10498
39694,230032847,15474,25977
52137,230032858,20755,31896
43434,230032863,17360,28104
65717,230032871,25819,35856
47290,230032880,19037,29978
50011,230032899,19963,31013
37596,230033015,14456,24831
25197,230032903,1290,17574
41035,230032910,16059,26733
43285,230032922,8311,28013
47908,230032956,9586,30219
67057,230032968,26646,36593
39352,230032995,10113,25801
38564,230032941,14946,25380
38896,230033009,15125,25576
40114,230033038,15668,26220
40841,230033044,16035,26627
42773,230033400,17028,27732
41084,230033050,16162,26763
39387,230033062,15332,25817
39686,230033081,15471,25973
41989,230033076,16636,27284
40020,230033103,910,26154
48655,230033110,19527,30509
48863,230033093,19599,30594
50201,230033137,20033,31087
49646,230033156,19854,30886
50202,230033122,20034,31088
50740,230033141,14776,31305
37637,230033179,14474,24850
37704,230033168,919,24902
39481,230033225,15373,25864
54298,230033204,21669,32882
54378,230033195,21705,32921
38271,230033271,14776,25189
37705,230033232,14520,24903
55322,230033247,22105,33307
39962,230033216,15599,26128
54373,230033258,21701,32917
48309,230033263,19395,30367
23445,230033280,7453,16561
41093,230033302,16167,26768
67473,230033313,10697,36850
67462,230033299,26955,36844
38496,230033348,14915,25343
50894,230033385,5352,31374
37873,230033336,9498,24977
43455,230033351,17373,28118
40153,230033364,15693,26246
40925,230033390,16082,26681
41956,230033453,14093,27262
38972,230033446,15153,25615
39370,230033417,15324,25809
40893,230033424,16066,26661
48393,230033465,6068,30395
39908,230033478,15569,26093
41441,230033489,16362,26978
48923,230033519,19622,30622
43837,230033520,11954,28331
41219,230033542,16244,26852
42959,230033535,17128,27843
875,230033557,1942,10363
9989,230033574,827,13052
61736,230033583,27318,37166
38250,230033606,14764,25177
57915,230033598,23174,34178
37842,230033618,14571,24958
66788,230033623,26465,36427
13106,240010140,5489,14395
11689,240010152,4903,13752
40082,230033649,15652,26199
45269,230033655,18177,29010
38409,230033634,14866,25288
37598,230033661,14457,24832
38347,230033682,14830,25248
56355,230033697,22535,33668
54086,230033670,21580,32774
38438,230033707,14884,25307
42526,230033712,16888,27574
54972,230033730,21958,33176
43545,230033754,17419,28168
41623,230033805,16458,27087
33326,230033769,1574,22674
38854,230033788,15099,25548
56947,230033791,22794,33860
37875,230033811,14590,24979
40276,230033726,15158,26301
42649,230033828,16951,27646
49152,230033840,19696,30705
48218,230033852,19362,30331
38640,230033867,27312,37160
39961,230033873,15598,26127
62005,230033908,24552,35033
38226,230033914,14745,25154
50225,230033921,20045,31100
40710,230033933,15962,26543
40313,230033945,15762,26322
62499,230033960,24743,35138
38222,230034154,14742,25151
31335,230034191,11594,21500
38232,230034175,14749,25159
47138,230034188,18968,29903
39780,230034169,15510,26020
38734,230033896,8343,25481
35947,230034130,7039,23989
39934,230034143,15584,26110
54582,230033987,21792,33011
41185,230033996,16224,26831
39955,230034001,15594,26123
39696,230034019,15475,25978
38528,230034020,14928,25359
38325,230034035,14816,25232
38255,230034042,27310,37157
37477,230034057,14394,24765
46078,230034126,18514,29395
51684,230034112,20572,31693
43329,230034083,17305,28043
47904,230034098,19256,30216
39492,230034213,15381,25872
38141,230034066,14703,25107
48670,230034107,19534,30517
27678,557378,37,19310
45692,230034251,18359,29224
38737,230034248,15039,25483
38247,230034236,14761,25174
42857,230034229,17071,27780
42880,230034277,14852,27796
44827,230034285,17986,28796
41294,230034290,16286,26894
52307,230034359,20834,31986
41729,230034345,16512,27145
40428,230034321,7132,26375
48420,230034333,19436,30409
37527,230034360,14418,24791
42017,230034416,16648,27298
41323,230034447,11335,26912
38119,230034458,4853,25095
38419,230034463,14872,25294
38181,230034432,14726,25130
39645,230034404,15455,25956
41775,230034387,11337,27161
43196,230034396,17232,27962
38194,230034471,14733,25137
57565,230034480,23039,34064
41193,230034499,16229,26837
40017,230034503,27659,39361
29838,230034510,10857,20544
41309,230034522,16298,26906
43682,230034537,17482,28240
25521,230034541,8484,17758
41243,230034556,471,4597
41909,230034568,16596,27238
45553,230034579,18290,29143
40272,230034584,15744,26300
40319,230034595,27661,39364
42864,230034605,28008,40054
38164,230034611,14715,25119
42327,230034628,16800,27472
41339,230034639,16311,26922
39870,230034640,15553,26069
42019,230034652,12482,27300
41648,230034667,9117,27101
36880,230034673,1646,24454
40460,230034684,15826,26395
40154,230034696,27660,39362
46786,230034706,18811,29730
41466,230034723,16376,26996
38775,230034734,15060,25505
38667,230034749,15009,25447
38656,230034718,27648,39349
39740,230034838,15496,26001
38017,230034827,14657,25052
38647,230034755,14993,25431
38224,230034815,14744,25153
47311,230034797,19048,29990
50207,230034770,20037,31091
37977,230034761,14640,25032
39937,230034782,8414,26111
38534,230034809,14932,25363
38669,230034900,27649,39350
38598,230034931,14966,25402
38702,230034924,11688,25469
37652,230034953,14483,24862
67516,230034946,,
43300,230034917,17286,28020
38086,230034881,14684,25083
28982,558105,1336,20067
27148,558111,1299,18945
541,558128,1191,10252
30511,558140,33,20968
38605,230035077,441,4557
30511,558167,33,39547
9186,558173,4001,12762
5880,558186,3226,39516
5638,558194,3157,11778
9297,558203,6,12803
1564,558210,2126,10593
2116,558222,839,10811
43902,230035048,17600,28368
37732,230035029,14532,24915
38530,230034844,14930,25361
38783,230034862,15063,25508
37953,230035363,14628,25020
38922,230035064,27992,40036
38761,230035162,15052,25497
38966,230035193,15149,25610
65367,230035316,25722,35765
38045,230035325,10437,25070
39048,230035358,15194,25663
38470,230035332,14903,25330
1465,558369,1204,10567
30691,558375,1478,21085
61593,230035090,24414,34973
41902,230035085,16516,27232
7190,230035115,3483,12172
39921,230035109,15577,26103
40040,230035127,15627,26165
15665,230035144,1270,15527
40464,230035150,15830,26399
37946,230035176,14624,25016
39863,230035181,15548,26063
37904,230035218,14608,24998
38109,230035223,14688,25087
38703,230035234,15030,25470
42658,230035249,12062,27652
38167,230035255,14717,25121
38987,230035261,15162,25625
42808,230035206,17046,27752
26595,230034978,9148,18513
42868,230034989,17079,27788
37634,230034992,27640,39339
39785,230035002,15513,26023
37566,230035013,14438,24813
41385,230035036,16333,26945
37952,230035051,14627,25019
43194,230035380,17230,27960
37653,230035347,10212,39340
38155,230035304,14710,25114
38394,230035297,973,25278
38027,230035282,14664,25060
38917,230035270,15134,25590
38806,230035411,15073,25519
38353,230035428,14834,25252
38124,230035439,14698,25099
38473,230035440,14904,25331
39374,230035452,15325,25810
50119,230035467,20008,31061
46090,230035473,508,4634
41237,230035496,16253,26861
39797,230035500,15517,26027
58351,230035517,14784,34273
38286,230035524,14785,25198
38940,230035531,15142,25601
40258,230035553,464,4590
40433,230035565,15813,26380
40279,230035589,27996,40041
43494,230035592,17396,28143
41384,230035601,16332,26944
43766,230035619,17522,28284
42164,230035620,16721,27385
41301,230035635,16292,26900
40338,230035642,15772,26333
41136,230035657,16196,26798
40330,230035666,15769,26329
41464,230035674,16375,26995
40640,230035683,15916,26494
50222,230035698,20043,31098
42184,230035708,16732,27398
44276,230035714,17782,28568
24416,230035721,7926,17100
40572,230035837,15880,26457
42356,230035822,16812,27486
67832,230035803,27214,37065
31338,230035796,11596,21503
37927,230035787,14620,25011
42355,230035772,16811,27485
40556,230035760,15877,26452
45409,230035759,17204,29075
38567,230035745,14948,25382
41268,140211549,16272,26880
38379,140211633,14847,25267
43202,140211659,17238,27968
42457,140211645,16860,27543
40642,140211597,15918,26496
42588,140211582,16927,27616
39743,140211621,15497,26003
40568,140211608,469,4595
42490,140211570,16873,27558
42435,140211614,16850,27532
45422,140211534,18234,29080
39112,140211561,15224,25695
41314,140211506,16300,26909
40934,140211518,16087,26686
40920,140212415,16080,26677
40060,140212391,15638,26180
40828,140212388,16027,26619
45421,140212409,18233,29079
